"sp_name","esthe_score","file_name","copyright","iucn","rls","kingdom","phylum","class","order","family","genus","species","ages_mean","ED","ED_sd","esthe_score_mean"
"Chrysiptera_biocellata",1719.7556,"Chrysiptera_biocellata_J_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","Chrysiptera biocellata",7.82023434453888,13.0775131760831,3.92480054538068,1530.334
"Chrysiptera_bleekeri",1555.2968,"Chrysiptera_bleekeri_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","Chrysiptera bleekeri",7.6748228799833,12.7987013237918,4.44979025916275,1575.1881
"Chrysiptera_brownriggii",1626.826,"Chrysiptera_brownriggii_J_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","Chrysiptera brownriggii",7.05423262947012,12.6537382590283,3.83882675636646,1585.3221
"Chrysiptera_caesifrons",1497.7561,"Chrysiptera_caesifrons_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","Chrysiptera caesifrons",NA,NA,NA,1525.1863
"Chrysiptera_cyanea",1732.467,"Chrysiptera_cyanea_M_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","Chrysiptera cyanea",7.99598168515396,12.9423368404649,3.56070444014387,1685.74533333333
"Chrysiptera_flavipinnis",1639.9517,"Chrysiptera_flavipinnis_A_3","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","Chrysiptera flavipinnis",5.44264953898539,9.87403523948905,2.6223082508278,1661.4115
"Chrysiptera_galba",1530.9471,"Chrysiptera_galba_A_3","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","Chrysiptera galba",8.42900126740895,13.3775010477575,5.92233955019687,1506.6077
"Chrysiptera_glauca",1695.7112,"Chrysiptera_glauca_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","Chrysiptera glauca",7.24045290273837,12.5514010394548,3.93421197592674,1700.487
"Chrysiptera_hemicyanea",1742.4532,"Chrysiptera_hemicyanea_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","Chrysiptera hemicyanea",7.43378768278512,12.6868194861506,4.11789673129729,1770.9446
"Chrysiptera_notialis",1239.9308,"Chrysiptera_notialis_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","Chrysiptera notialis",6.77534165207396,12.4391866305087,4.43231795545631,1275.7078
"Chrysiptera_oxycephala",1415.4214,"Chrysiptera_oxycephala_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","Chrysiptera oxycephala",9.17139109715762,14.0914756400954,4.4821219693826,1534.3105
"Chrysiptera_parasema",1808.5242,"Chrysiptera_parasema_A_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","Chrysiptera parasema",7.90651860297934,12.862193267512,4.60687784571236,1786.9438
"Chrysiptera_rapanui",1516.8623,"Chrysiptera_rapanui_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","Chrysiptera rapanui",6.76133000566465,12.5789233281622,4.24687819302174,1557.35545
"Chrysiptera_rex",1477.9634,"Chrysiptera_rex_A_3","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","Chrysiptera rex",8.59927885376138,13.3871470663756,4.10771668198929,1462.7307
"Chrysiptera_rollandi",1508.4062,"Chrysiptera_rollandi_J_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","Chrysiptera rollandi",8.88321024390331,13.3845162511017,4.63218402013074,1537.694375
"Chrysiptera_springeri",1776.1243,"Chrysiptera_springeri_J_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","Chrysiptera springeri",9.94502925712257,14.5214035596133,4.53288126699929,1778.6521
"Chrysiptera_starcki",1643.562,"Chrysiptera_starcki_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","Chrysiptera starcki",8.14292760871771,14.1514616998751,3.81818916502388,1654.1627
"Chrysiptera_talboti",1423.06,"Chrysiptera_talboti_A_3","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","Chrysiptera talboti",9.39937353272492,14.1261290467074,4.29920464928977,1372.9784
"Chrysiptera_taupou",1674.3145,"Chrysiptera_taupou_A_3","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","Chrysiptera taupou",8.30866398308942,13.163331696502,3.60225996948676,1661.00036666667
"Chrysiptera_traceyi",1430.2717,"Chrysiptera_traceyi_A_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","Chrysiptera traceyi",8.02082475841797,13.1171721223298,4.08805475763568,1517.4777
"Chrysiptera_tricincta",1505.7909,"Chrysiptera_tricincta_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","Chrysiptera tricincta",6.7668334051204,10.9566743629083,4.51715384865916,1528.5428
"Chrysiptera_unimaculata",1590.8657,"Chrysiptera_unimaculata_J_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chrysiptera","Chrysiptera unimaculata",7.28877127955726,12.5909295161714,3.78573708418159,1546.99226666667
"Chrysoblephus_cristiceps",1357.811,"Chrysoblephus_cristiceps_A_2","NO",1,0,"Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Chrysoblephus","Chrysoblephus cristiceps",9.39448612404122,17.7633148666739,2.11036872819669,1340.3621
"Chrysoblephus_gibbiceps",1502.917,"Chrysoblephus_gibbiceps_A_2","NO",1,0,"Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Chrysoblephus","Chrysoblephus gibbiceps",14.6201672833717,21.4919120949391,1.99583436465112,1487.47625
"Chrysoblephus_laticeps",1479.6447,"Chrysoblephus_laticeps_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Sparidae","Chrysoblephus","Chrysoblephus laticeps",13.3416589420893,21.7339287812588,8.94749623059897,1402.6084
"Cirrhilabrus_cyanopleura",1484.4087,"Cirrhilabrus_cyanopleura_M_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Cirrhilabrus","Cirrhilabrus cyanopleura",16.6045183396862,27.063705129304,8.43102136668294,1464.20246666667
"Cirrhilabrus_exquisitus",1602.866,"Cirrhilabrus_exquisitus_M_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Cirrhilabrus","Cirrhilabrus exquisitus",23.4181900700172,33.1569617537129,7.2401965907541,1636.6184
"Cirrhilabrus_flavidorsalis",1452.6196,"Cirrhilabrus_flavidorsalis_F_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Cirrhilabrus","Cirrhilabrus flavidorsalis",18.8820010656759,29.883720522788,7.84299624231945,1470.5439
"Cirrhilabrus_katherinae",1481.2576,"Cirrhilabrus_katherinae_A_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Cirrhilabrus","Cirrhilabrus katherinae",18.0962396642646,29.9564610247732,10.5519594673538,1476.1446
"Cirrhilabrus_laboutei",1666.1372,"Cirrhilabrus_laboutei_M_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Cirrhilabrus","Cirrhilabrus laboutei",9.80597060492135,15.5245873739039,6.83862528123991,1645.57215
"Cirrhilabrus_lineatus",1694.7078,"Cirrhilabrus_lineatus_M_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Cirrhilabrus","Cirrhilabrus lineatus",11.9549556332909,22.9641392614036,8.69006546342536,1611.95685
"Cirrhilabrus_punctatus",1582.2871,"Cirrhilabrus_punctatus_M_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Cirrhilabrus","Cirrhilabrus punctatus",15.3289383802236,27.8944801420617,9.62712178819123,1602.69625
"Cirrhilabrus_randalli",1428.8074,"Cirrhilabrus_randalli_M_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Cirrhilabrus","Cirrhilabrus randalli",10.9313398747921,17.6681336098825,8.14945793752204,1410.93315
"Cirrhilabrus_scottorum",1498.5723,"Cirrhilabrus_scottorum_M_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Cirrhilabrus","Cirrhilabrus scottorum",18.8282293114887,28.8573680922854,8.3324525006031,1535.88966666667
"Cirrhilabrus_solorensis",1506.2439,"Cirrhilabrus_solorensis_M_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Cirrhilabrus","Cirrhilabrus solorensis",8.92488312656658,13.4426887414314,2.94844344022089,1525.83725
"Cirrhilabrus_temminckii",1701.5619,"Cirrhilabrus_temminckii_M_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Cirrhilabrus","Cirrhilabrus temminckii",8.76674961123281,18.05430862162,5.92745456432318,1617.815625
"Cirrhilabrus_walindi",1435.8604,"Cirrhilabrus_walindi_F_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Cirrhilabrus","Cirrhilabrus walindi",7.14781987955927,12.5077899613237,3.58400611430883,1426.63265
"Cirrhitichthys_aprinus",1628.9236,"Cirrhitichthys_aprinus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Cirrhitidae","Cirrhitichthys","Cirrhitichthys aprinus",15.9834456150977,27.1641762732382,8.52015346400248,1647.0466
"Cirrhitichthys_falco",1754.331,"Cirrhitichthys_falco_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Cirrhitidae","Cirrhitichthys","Cirrhitichthys falco",15.5793183803622,26.9675148827793,7.684917408606,1815.8168
"Cirrhitichthys_oxycephalus",1763.8467,"Cirrhitichthys_oxycephalus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Cirrhitidae","Cirrhitichthys","Cirrhitichthys oxycephalus",16.0720664902731,27.2746610244777,8.17691221462378,1714.1765
"Cirrhitops_fasciatus",1596.5364,"Cirrhitops_fasciatus_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Cirrhitidae","Cirrhitops","Cirrhitops fasciatus",16.9906170538944,28.2911235272841,9.47395354993891,1583.8391
"Cirrhitops_hubbardi",1462.6782,"Cirrhitops_hubbardi_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Cirrhitidae","Cirrhitops","Cirrhitops hubbardi",17.4683010487318,28.2311570053005,7.65926529925863,1481.97615
"Cirrhitus_pinnulatus",1545.529,"Cirrhitus_pinnulatus_A_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Cirrhitidae","Cirrhitus","Cirrhitus pinnulatus",20.9369761482293,31.4060868987903,13.4550810501992,1505.69966666667
"Cirrhitus_rivulatus",1689.0604,"Cirrhitus_rivulatus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Cirrhitidae","Cirrhitus","Cirrhitus rivulatus",26.4224705124765,34.3826478836795,24.7113111159137,1640.3293
"Cirripectes_alboapicalis",1611.7646,"Cirripectes_alboapicalis_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Cirripectes","Cirripectes alboapicalis",7.59786890670506,14.1947512998782,3.83017872689565,1651.94
"Cirripectes_alleni",1306.3599,"Cirripectes_alleni_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Cirripectes","Cirripectes alleni",8.26261871764699,14.6589467145607,4.58091024368309,1294.8464
"Cirripectes_auritus",1445.7239,"Cirripectes_auritus_F_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Cirripectes","Cirripectes auritus",8.13336541330115,14.2507869901764,3.61775066923491,1442.2682
"Cirripectes_castaneus",1484.8091,"Cirripectes_castaneus_M_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Cirripectes","Cirripectes castaneus",8.38366557186943,14.026834600406,3.94404933243955,1393.73593333333
"Cirripectes_chelomatus",1425.92,"Cirripectes_chelomatus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Cirripectes","Cirripectes chelomatus",7.21206607775009,13.2557892367913,3.37245120858099,1454.898
"Cirripectes_filamentosus",1374.8386,"Cirripectes_filamentosus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Cirripectes","Cirripectes filamentosus",7.11664897822568,13.2670862214097,3.51128879940524,1291.2462
"Cirripectes_fuscoguttatus",1484.794,"Cirripectes_fuscoguttatus_M_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Cirripectes","Cirripectes fuscoguttatus",9.52365089499144,15.7341020703204,6.43014940869001,1516.4048
"Cirripectes_hutchinsi",1378.2747,"Cirripectes_hutchinsi_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Cirripectes","Cirripectes hutchinsi",9.70968618951586,17.197813827591,6.72775663751283,1379.7031
"Cirripectes_polyzona",1348.2366,"Cirripectes_polyzona_J_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Cirripectes","Cirripectes polyzona",10.60603380726,17.0295822824752,7.24922719688162,1325.00765
"Cirripectes_springeri",1414.922,"Cirripectes_springeri_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Cirripectes","Cirripectes springeri",9.77539763602963,15.5565300796155,6.56715207974327,1491.6743
"Cirripectes_stigmaticus",1575.9106,"Cirripectes_stigmaticus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Cirripectes","Cirripectes stigmaticus",9.55747352410985,15.0486903157403,5.66205560865652,1489.92486666667
"Cirripectes_vanderbilti",1410.2069,"Cirripectes_vanderbilti_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Cirripectes","Cirripectes vanderbilti",7.92162320378823,14.3965873057907,3.96281268167138,1370.5964
"Cirripectes_variolosus",1329.0529,"Cirripectes_variolosus_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Cirripectes","Cirripectes variolosus",8.19345063583223,14.042158709322,3.96073528969025,1393.8269
"Cleidopus_gloriamaris",1928.227,"Cleidopus_gloriamaris_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Beryciformes","Monocentridae","Cleidopus","Cleidopus gloriamaris",47.7232833955109,72.4637840803656,9.0949202238961,1748.1046
"Clepticus_parrae",1524.076,"Clepticus_parrae_A_3","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Clepticus","Clepticus parrae",22.8490328794263,35.4291760998653,13.3510489393813,1470.02443333333
"Clinus_latipennis",1280.2528,"Clinus_latipennis_A_1","NO",1,0,"Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Clinus","Clinus latipennis",29.8229783853036,37.8186006509208,9.42338018861454,1398.6211
"Clinus_superciliosus",1485.2737,"Clinus_superciliosus_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Clinus","Clinus superciliosus",10.2247439923746,18.3894441309859,3.73658887688869,1414.75236666667
"Clinus_venustris",1535.1724,"Clinus_venustris_A_4","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Clinus","Clinus venustris",11.9903797781244,19.5993438793172,4.32369234229114,1393.892425
"Cnidoglanis_macrocephalus",1270.7332,"Cnidoglanis_macrocephalus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Siluriformes","Plotosidae","Cnidoglanis","Cnidoglanis macrocephalus",17.9219986813792,52.0992173114067,4.80504374043692,1299.2051
"Cochleoceps_bicolor",1600.1838,"Cochleoceps_bicolor_A_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Gobiesociformes","Gobiesocidae","Cochleoceps","Cochleoceps bicolor",15.0895807493265,26.537118520539,7.00377872221711,1631.1602
"Cochleoceps_orientalis",1511.3312,"Cochleoceps_orientalis_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Gobiesociformes","Gobiesocidae","Cochleoceps","Cochleoceps orientalis",10.8049389643222,23.9906880960448,6.83209029184943,1577.3889
"Conger_verreauxi",1191.4794,"Conger_verreauxi_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Anguilliformes","Congridae","Conger","Conger verreauxi",91.9438294300034,96.1916504694436,6.96547199652065,1193.5507
"Congiopodus_peruvianus",1273.4122,"Congiopodus_peruvianus_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Congiopodidae","Congiopodus","Congiopodus peruvianus",28.8651592319937,43.7441249587802,24.6100882088384,1273.6992
"Conniella_apterygia",1571.2792,"Conniella_apterygia_A_1","YES",1,0,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Conniella","Conniella apterygia",3.69871925432699,7.12843908103636,2.60404304629071,1588.652
"Coradion_altivelis",1672.7362,"Coradion_altivelis_M_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Coradion","Coradion altivelis",16.053347563851,23.8861732734587,13.1865723267734,1714.4526
"Coradion_chrysozonus",1667.7784,"Coradion_chrysozonus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Chaetodontidae","Coradion","Coradion chrysozonus",5.42325053176659,16.6585114815379,7.77584865826051,1691.518
"Coris_auricularis",1451.3477,"Coris_auricularis_F_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Coris","Coris auricularis",9.80963645290166,20.233622668728,9.09367706388836,1491.94563333333
"Coris_aurilineata",1544.9137,"Coris_aurilineata_M_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Coris","Coris aurilineata",9.13127747971513,14.7816970098623,3.43197063928717,1561.19
"Coris_aygula",1609.0249,"Coris_aygula_F_4","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Coris","Coris aygula",8.36959385098269,18.3905180569467,6.22597955000054,1466.31603327629
"Coris_batuensis",1557.438,"Coris_batuensis_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Coris","Coris batuensis",7.90201054135153,12.8056303092367,3.03011307694116,1473.119
"Coris_bulbifrons",1585.5024,"Coris_bulbifrons_J_1","YES",1,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Coris","Coris bulbifrons",9.53393360236131,19.2864482128785,7.11610522015443,1477.20253333333
"Coris_caudimacula",1464.1993,"Coris_caudimacula_F_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Coris","Coris caudimacula",8.05427220504704,16.0712430088441,4.95484963120631,1483.14776666667
"Coris_centralis",1330.2473,"Coris_centralis_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Coris","Coris centralis",7.75652658615106,12.6341557544057,5.25099268049506,1423.32045
"Coris_cuvieri",1513.0372,"Coris_cuvieri_J_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Coris","Coris cuvieri",6.7780150265786,14.2205838766236,4.36944589272114,1607.967
"Coris_debueni",1424.8147,"Coris_debueni_A_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Coris","Coris debueni",9.25700951891129,14.7445294863076,4.23186848747009,1409.25004
"Coris_dorsomacula",1454.8911,"Coris_dorsomacula_M_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Coris","Coris dorsomacula",6.44579405361551,15.944767482395,4.07939381864934,1451.85753333333
"Coris_formosa",1638.1228,"Coris_formosa_J_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Coris","Coris formosa",7.09354837090659,14.3724844631764,4.29936518478782,1580.2937
"Coris_gaimard",1679.1588,"Coris_gaimard_M_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Coris","Coris gaimard",8.07765666531458,15.3262843550306,4.56698650090055,1665.874275
"Coris_hewetti",1685.3157,"Coris_hewetti_M_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Coris","Coris hewetti",6.99356788734258,12.3600081318488,7.5051551037408,1541.31875
"Coris_julis",1526.0151,"Coris_julis_M_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Coris","Coris julis",11.1190321285381,20.226821404246,8.95113979439854,1488.57623333333
"Coris_picta",1465.1146,"Coris_picta_J_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Coris","Coris picta",8.18544808856171,18.4638913727381,7.08888289637496,1470.96395
"Coris_pictoides",1458.9558,"Coris_pictoides_J_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Coris","Coris pictoides",9.93515793445258,15.0743127269149,3.54201005158403,1437.12255
"Coris_roseoviridis",1533.173,"Coris_roseoviridis_F_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Coris","Coris roseoviridis",10.0180853239599,14.1135670481006,2.49268145354571,1534.9735
"Coris_sandeyeri",1519.6935,"Coris_sandeyeri_M_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Coris","Coris sandeyeri",9.3041686494429,18.7048952872178,9.74278294340375,1500.5185
"Coris_venusta",1573.0487,"Coris_venusta_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Coris","Coris venusta",11.3218718559895,17.9122265991659,6.24937087337317,1554.4413
"Coryphopterus_alloides",1272.0762,"Coryphopterus_alloides_A_1","NO",1,0,"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Coryphopterus","Coryphopterus alloides",22.077006188418,29.0142907005607,7.64818643044878,1242.23675
"Coryphopterus_dicrus",1315.0665,"Coryphopterus_dicrus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Coryphopterus","Coryphopterus dicrus",23.2327045462882,31.188313742331,9.67221139360196,1337.4396
"Coryphopterus_eidolon",1411.8579,"Coryphopterus_eidolon_A_2","YES",1,1,"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Coryphopterus","Coryphopterus eidolon",19.187932909245,26.6049948899028,7.83648226878808,1398.38455
"Coryphopterus_glaucofraenum",1347.5571,"Coryphopterus_glaucofraenum_A_3","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Coryphopterus","Coryphopterus glaucofraenum",22.7229385072121,29.7527399072621,8.07802294876843,1363.9762
"Coryphopterus_hyalinus",1339.0795,"Coryphopterus_hyalinus_A_1","YES",1,1,"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Coryphopterus","Coryphopterus hyalinus",22.7890718815085,31.353223995762,10.649816829473,1369.5426
"Coryphopterus_lipernes",1416.9237,"Coryphopterus_lipernes_A_2","NO",1,1,"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Coryphopterus","Coryphopterus lipernes",20.5082847019873,29.1240603647793,10.6381122273245,1393.71835
"Coryphopterus_personatus",1396.8716,"Coryphopterus_personatus_A_2","YES",1,1,"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Coryphopterus","Coryphopterus personatus",21.3087662402766,30.2423471944276,9.51585441883767,1424.0571
"Coryphopterus_thrix",1357.4445,"Coryphopterus_thrix_A_2","YES",1,0,"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Coryphopterus","Coryphopterus thrix",16.7533896873396,24.6700382749761,6.37892054180172,1351.1366
"Coryphopterus_tortugae",1282.8131,"Coryphopterus_tortugae_A_2","YES",1,0,"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Coryphopterus","Coryphopterus tortugae",25.0356562023461,32.0703394218503,9.68441540868191,1300.8264
"Coryphopterus_urospilus",1459.2534,"Coryphopterus_urospilus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Coryphopterus","Coryphopterus urospilus",24.7501515415942,31.76200016508,9.50319997599492,1450.086
"Cratinus_agassizii",1223.4474,"Cratinus_agassizii_A_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Cratinus","Cratinus agassizii",14.1629320587323,22.0780683826954,9.08198282918727,1272.5875
"Cremnochorites_capensis",1285.0833,"Cremnochorites_capensis_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Tripterygiidae","Cremnochorites","Cremnochorites capensis",12.2731763488978,20.2840472015428,8.05714872970996,1347.1348
"Crenimugil_crenilabis",1239.5447,"Crenimugil_crenilabis_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Mugiliformes","Mugilidae","Crenimugil","Crenimugil crenilabis",45.7735511774841,58.3894653027266,5.29483736487516,1285.2031
"Cristiceps_aurantiacus",1481.4777,"Cristiceps_aurantiacus_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Cristiceps","Cristiceps aurantiacus",13.03578745017,21.7465810332295,4.36484537771577,1449.9353
"Crocodilichthys_gracilis",1540.8826,"Crocodilichthys_gracilis_F_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Tripterygiidae","Crocodilichthys","Crocodilichthys gracilis",9.83876510568277,16.1428482762261,8.30997235543662,1434.49756666667
"Cromileptes_altivelis",1701.993,"Cromileptes_altivelis_A_1","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Cromileptes","Cromileptes altivelis",9.51436781631911,14.1694451705931,4.18824831554227,1640.8582
"Crossosalarias_macrospilus",1409.2969,"Crossosalarias_macrospilus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Crossosalarias","Crossosalarias macrospilus",8.95980045406284,15.8110840003023,6.37571796322925,1400
"Cryptichthys_jojettae",1454.7949,"Cryptichthys_jojettae_A_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Tripterygiidae","Cryptichthys","Cryptichthys jojettae",7.47378614110942,15.9655456601706,4.44339190309198,1516.5901
"Cryptocentrus_caeruleomaculatus",1399.727,"Cryptocentrus_caeruleomaculatus_A_2","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Cryptocentrus","Cryptocentrus caeruleomaculatus",24.7208754078961,32.7673272425289,7.797515629802,1456.3419
"Cryptocentrus_caeruleopunctatus",1419.0405,"Cryptocentrus_caeruleopunctatus_A_2","NO",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Cryptocentrus","Cryptocentrus caeruleopunctatus",23.2433016660084,31.9127876471637,7.69705228572729,1533.1528
"Cryptocentrus_cryptocentrus",1316.2166,"Cryptocentrus_cryptocentrus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Cryptocentrus","Cryptocentrus cryptocentrus",24.1378058090628,32.1660336254328,8.21514942960631,1462.459
"Cryptocentrus_fasciatus",1428.4963,"Cryptocentrus_fasciatus_A_1","YES",0,1,"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Cryptocentrus","Cryptocentrus fasciatus",24.4106368966198,32.5629494445631,8.87588674639628,1427.41566666667
