names_worms,scores,species,set
Abudefduf_vaigiensis_3,1412.25811400655,Abudefduf_vaigiensis,b
Acanthurus_grammoptilus_A_2,1475.1960000000001,Acanthurus_grammoptilus,b
Acanthurus_leucopareius_A_1,1354.106,Acanthurus_leucopareius,b
Acanthurus_tennentii_8,1662.2504185268801,Acanthurus_tennentii,b
Acanthurus_tennentii_A_1,1538.211,Acanthurus_tennentii,b
Acanthurus_thompsoni_9,1351.53308931591,Acanthurus_thompsoni,b
Acanthurus_thompsoni_A_2,1251.038,Acanthurus_thompsoni,b
Acanthurus_triostegus_10,1474.24585046121,Acanthurus_triostegus,b
Acanthurus_triostegus_A_1,1601.775,Acanthurus_triostegus,b
Achoerodus_viridis_J_1,1425.866,Achoerodus_viridis,b
Aethaloperca_rogaa_11,1192.36771678023,Aethaloperca_rogaa,b
Balistes_capriscus_A_1,1652.476,Balistes_capriscus,b
Balistes_punctatus_A_2,1738.4270000000001,Balistes_punctatus,b
Bodianus_mesothorax_A_1,1547.391,Bodianus_mesothorax,b
Cephalopholis_spiloparaea_A_1,1336.764,Cephalopholis_spiloparaea,b
Chaetodipterus_zonatus_A_1,1521.731,Chaetodipterus_zonatus,b
Chaetodon_falcula_34,1620.0820651263598,Chaetodon_falcula,b
Chaetodon_guttatissimus_35,1583.49905200982,Chaetodon_guttatissimus,b
Chaetodon_miliaris_A_1,1661.714,Chaetodon_miliaris,b
Chaetodon_pelewensis_A_1,1711.756,Chaetodon_pelewensis,b
Chilomycterus_antennatus_A_1,1513.525,Chilomycterus_antennatus,b
Chlorurus_gibbus_M_1,1698.08,Chlorurus_gibbus,b
Chlorurus_gibbus_M_2,1713.339,Chlorurus_gibbus,b
Chromis_atripectoralis_46,1553.5559762449698,Chromis_atripectoralis,b
Chromis_dimidiata_47,1452.27041963125,Chromis_dimidiata,b
Cirrhitus_rivulatus_J_1,1612.82,Cirrhitus_rivulatus,b
Ctenochaetus_striatus_53,1276.91997831574,Ctenochaetus_striatus,b
Ctenochaetus_tominiensis_A_1,1545.8429999999998,Ctenochaetus_tominiensis,b
Ctenochaetus_tominiensis_A_2,1590.9779999999998,Ctenochaetus_tominiensis,b
Dascyllus_aruanus_54,1420.7337390619,Dascyllus_aruanus,b
Dascyllus_aruanus_A_1,1672.289,Dascyllus_aruanus,b
Diploprion_bifasciatum_A_3,1562.479,Diploprion_bifasciatum,b
Eleotrica_cableae_A_1,1399.8239999999998,Eleotrica_cableae,b
Epinephelus_cyanopodus_A_1,1573.786,Epinephelus_cyanopodus,b
Epinephelus_cyanopodus_A_2,1496.592,Epinephelus_cyanopodus,b
Epinephelus_labriformis_A_1,1495.297,Epinephelus_labriformis,b
Epinephelus_ongus_A_2,1345.194,Epinephelus_ongus,b
Epinephelus_ongus_A_3,1374.3270000000002,Epinephelus_ongus,b
Gomphosus_caeruleus_juv_62,1203.1976657429302,Gomphosus_caeruleus,b
Gomphosus_caeruleus_M_1,1549.349,Gomphosus_caeruleus,b
Gomphosus_caeruleus_male_63,1386.0979300782801,Gomphosus_caeruleus,b
Haemulon_scudderii_A_2,1224.4489999999998,Haemulon_scudderii,b
Halichoeres_chierchiae_M_1,1559.924,Halichoeres_chierchiae,b
Halichoeres_hortulanus_F_2,1620.546,Halichoeres_hortulanus,b
Halichoeres_hortulanus_J_1,1383.806,Halichoeres_hortulanus,b
Halichoeres_hortulanus_male_66,1496.4533573389701,Halichoeres_hortulanus,b
Halichoeres_marginatus_M_1,1729.9089999999999,Halichoeres_marginatus,b
Labroides_pectoralis_A_1,1412.858,Labroides_pectoralis,b
Labroides_phthirophagus_A_1,1548.2879999999998,Labroides_phthirophagus,b
Labropsis_manabei_J_1,1447.6270000000002,Labropsis_manabei,b
Lutjanus_griseus_A_1,1168.222,Lutjanus_griseus,b
Lutjanus_semicinctus_A_1,1355.1589999999999,Lutjanus_semicinctus,b
Mycteroperca_fusca_A_1,1384.136,Mycteroperca_fusca,b
Mycteroperca_fusca_A_2,1327.8329999999999,Mycteroperca_fusca,b
Naso_unicornis_87,1456.2687342301901,Naso_unicornis,b
Ophthalmolepis_lineolata_M_1,1611.84,Ophthalmolepis_lineolata,b
Ostorhinchus_aureus_A_3,1345.3929999999998,Ostorhinchus_aureus,b
Oxycheilinus_bimaculatus_F_1,1415.33,Oxycheilinus_bimaculatus,b
Oxycheilinus_unifasciatus_J_1,1295.617,Oxycheilinus_unifasciatus,b
Paracanthurus_hepatus_95,1753.18592281142,Paracanthurus_hepatus,b
Plectorhinchus_lessonii_J_1,1501.433,Plectorhinchus_lessonii,b
Pomacanthus_arcuatus_A_2,1604.969,Pomacanthus_arcuatus,b
Pomacanthus_imperator_J_1,1907.889,Pomacanthus_imperator,b
Pomacanthus_imperator_J_2,1910.861,Pomacanthus_imperator,b
Pomacanthus_semicirculatus_206,1870.07247686555,Pomacanthus_semicirculatus,b
Pomacentrus_simsiang_J_1,1778.29,Pomacentrus_simsiang,b
Pristiapogon_kallopterus_A_3,1422.224,Pristiapogon_kallopterus,b
Pseudanthias_bicolor_F_1,1508.977,Pseudanthias_bicolor,b
Pseudanthias_huchtii_F_1,1541.755,Pseudanthias_huchtii,b
Pseudanthias_huchtii_M_1,1509.0520000000001,Pseudanthias_huchtii,b
Pseudochromis_fuscus_A_2,1581.9489999999998,Pseudochromis_fuscus,b
Pygoplites_diacanthus_A_1,1756.3970000000002,Pygoplites_diacanthus,b
Pygoplites_diacanthus_J_1,1691.717,Pygoplites_diacanthus,b
Pygoplites_diacanthus_J_3,1907.904,Pygoplites_diacanthus,b
Rhinecanthus_aculeatus_114,1601.60980726932,Rhinecanthus_aculeatus,b
Salarias_fasciatus_A_1,1413.4229999999998,Salarias_fasciatus,b
Scarus_globiceps_F_1,1179.138,Scarus_globiceps,b
Scarus_niger_fem_122,1331.53619669392,Scarus_niger,b
Scarus_niger_J_1,1339.933,Scarus_niger,b
Scarus_niger_juv_123,1387.93162757172,Scarus_niger,b
Scarus_niger_male_124,1432.73767024768,Scarus_niger,b
Scarus_quoyi_M_1,1664.5410000000002,Scarus_quoyi,b
Scarus_quoyi_M_3,1707.088,Scarus_quoyi,b
Scarus_schlegeli_M_1,1641.985,Scarus_schlegeli,b
Scarus_taeniopterus_M_2,1684.6670000000001,Scarus_taeniopterus,b
Scolopsis_trilineata_A_1,1272.705,Scolopsis_trilineata,b
Scolopsis_xenochrous_A_2,1406.0810000000001,Scolopsis_xenochrous,b
Semicossyphus_pulcher_A_2,1380.606,Semicossyphus_pulcher,b
Sparisoma_viride_M_1,1645.9520000000002,Sparisoma_viride,b
